name,online_order,book_table,rate,votes,location,rest_type,cuisines,price
Sapfresh,0,0,0.0,0,Sarjapur Road,Delivery/Takeaway,Beverages,150
The Dreamy Oven,0,0,3.7,25,Sarjapur Road,Quick Bites,Fast Food,600
Neema Restaurant,0,0,3.3,4,Sarjapur Road,Casual Dining,Asian,500
Andhra Vantillu,0,0,0.0,0,Sarjapur Road,Quick Bites,South Indian,200
Diana Fast Food Center,0,0,0.0,0,Sarjapur Road,Quick Bites,North Indian,200
Mangala Hotel,0,0,0.0,0,Sarjapur Road,Quick Bites,South Indian,100
Ritzbake,0,0,0.0,0,Sarjapur Road,Quick Bites,Fast Food,300
La Mirch,0,0,0.0,0,Sarjapur Road,Delivery/Takeaway,North Indian,400
Bathinda Junction,1,0,0.0,0,Sarjapur Road,Delivery/Takeaway,North Indian,600
Baba Da Dhaba,0,1,3.6,33,Sarjapur Road,Casual Dining,North Indian,650
Paratha Plaza,0,0,3.5,68,Sarjapur Road,Quick Bites,North Indian,250
Harbour 4,0,0,0.0,0,Sarjapur Road,Quick Bites,Asian,400
Fine Day,0,0,3.1,5,Sarjapur Road,Quick Bites,South Indian,500
Owl's Kitchen,0,0,2.6,53,Sarjapur Road,Unknown,North Indian,0
Burger Crush,0,0,3.2,4,Sarjapur Road,Delivery/Takeaway,Fast Food,500
Cranganore House,0,0,3.4,11,Sarjapur Road,Delivery/Takeaway,Seafood,400
Happy House Restaurant,0,0,3.1,41,Sarjapur Road,Casual Dining,South Indian,600
Food Express,0,0,0.0,0,Sarjapur Road,Delivery/Takeaway,North Indian,250
Sanyogita's,0,0,3.2,4,Sarjapur Road,Delivery/Takeaway,North Indian,300
North Met South,1,1,0.0,0,Sarjapur Road,Casual Dining,North Indian,800
Nandhini Deluxe,0,0,2.8,110,Sarjapur Road,Casual Dining,South Indian,800
Kabab Ghar,1,0,3.1,11,Bellandur,Delivery/Takeaway,South Indian,600
Punjabi Unplugged,1,0,0.0,0,HSR,Quick Bites,North Indian,500
Nite Out,1,0,3.9,354,Sarjapur Road,Delivery/Takeaway,North Indian,500
Lazeez Corner,1,0,3.1,7,Bommanahalli,Quick Bites,North Indian,500
Ultra Biriyani Paradise,0,0,3.2,4,Sarjapur Road,Quick Bites,South Indian,300
Crunch Pizzas,0,0,2.5,52,Bellandur,Delivery/Takeaway,Continental,600
Mughal Samraj,1,0,3.2,9,Bellandur,Casual Dining,Fast Food,600
Just Delhiwala,1,0,3.8,81,Bellandur,Quick Bites,North Indian,300
Peek a Brew,0,0,3.8,29,Sarjapur Road,Quick Bites,Fast Food,400
That Garage Cafe,1,0,3.4,105,HSR,Casual Dining,North Indian,700
Lluvia Bakery,1,0,3.4,11,Sarjapur Road,Delivery/Takeaway,Fast Food,350
Biryani Rooh-e-Khaas,1,0,4.2,30,HSR,Delivery/Takeaway,South Indian,500
Helloo Delhi,1,0,3.2,34,Sarjapur Road,Unknown,North Indian,1000
Papacream,0,0,3.8,28,Sarjapur Road,Dessert,Cafe,0
Eden Huts Restaurant,0,0,4.0,223,Bellandur,Casual Dining,Asian,400
Tandoori Ghar,0,0,0.0,0,Bellandur,Casual Dining,North Indian,400
Apsara Ice Cream,0,0,4.1,90,Bellandur,Dessert,Cafe,200
Bhagini,0,0,2.3,132,Bellandur,Casual Dining,South Indian,800
Ammi's Biryani,0,0,2.8,43,Bellandur,Quick Bites,South Indian,500
Hyderabad Biryaani Palace,0,0,3.5,13,Bellandur,Casual Dining,Asian,700
Gowdaaa Mane Oota,0,0,3.4,7,Bellandur,Quick Bites,South Indian,200
Mast Kalandar,0,0,2.1,338,Bellandur,Casual Dining,North Indian,450
Lazeez,0,0,2.7,53,Bellandur,Delivery/Takeaway,North Indian,600
Parathabox,0,0,3.8,63,Bellandur,Delivery/Takeaway,Fast Food,150
Yummy Punjabi Delight,0,0,3.2,6,Bellandur,Quick Bites,North Indian,500
Pots N Pans,0,0,3.3,5,Bellandur,Delivery/Takeaway,North Indian,600
Mast Biryani - Fresh Indian Kitchen,0,0,3.2,4,Bellandur,Delivery/Takeaway,South Indian,500
Spicy Hub,0,0,3.0,26,Bellandur,Quick Bites,North Indian,400
Five Satr Chiken,0,0,0.0,0,Bellandur,Quick Bites,Fast Food,300
Spice Garden by Dum Mast Biryani,0,0,3.2,59,Bellandur,Casual Dining,North Indian,550
Punjabi Home Made Food,1,0,3.3,7,Bellandur,Quick Bites,North Indian,400
Health Gourmet,1,0,3.8,117,Sarjapur Road,Delivery/Takeaway,Continental,600
Wang's Xanadu Momo,0,0,3.8,14,HSR,Quick Bites,Asian,250
Taza Tawa,0,0,3.2,41,Sarjapur Road,Casual Dining,North Indian,550
Chination,1,0,3.6,5,Sarjapur Road,Delivery/Takeaway,Asian,600
Chriz Cafe,1,0,3.5,11,Sarjapur Road,Delivery/Takeaway,South Indian,400
Lassi & More,1,0,0.0,0,HSR,Quick Bites,Beverages,150
Aaha Andhra,1,0,3.7,11,Bellandur,Casual Dining,South Indian,900
Mint Spice CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© & Restaurant,1,0,3.0,12,Bellandur,Casual Dining,North Indian,500
Rolls On Wheels,0,0,3.5,134,Sarjapur Road,Quick Bites,Fast Food,300
Sana's Restaurant,1,0,3.3,19,Sarjapur Road,Quick Bites,South Indian,600
Butter Side Up,1,0,4.1,111,Bellandur,Dessert,Cafe,600
MK Dabbawala,0,0,2.8,23,Sarjapur Road,Delivery/Takeaway,North Indian,400
Foodzoo,0,0,3.6,123,HSR,Quick Bites,North Indian,300
Mumbai Kulfi,1,0,4.0,92,HSR,Dessert,Cafe,100
Tastebuds,1,0,3.7,23,Sarjapur Road,Quick Bites,Fast Food,300
Punjabi Chulla,1,0,3.3,12,Bellandur,Delivery/Takeaway,North Indian,300
Wow Vada Pav,0,0,3.7,40,HSR,Quick Bites,Fast Food,150
Freshkicho,0,0,3.8,24,Bellandur,Delivery/Takeaway,North Indian,200
Health Zingo,0,0,3.8,373,Bellandur,Casual Dining,North Indian,600
CakeZone,0,0,3.7,21,Bellandur,Quick Bites,Fast Food,500
Food Theory,0,0,3.0,88,Bellandur,Unknown,South Indian,500
Gooey & Fluffy,0,0,0.0,0,Bellandur,Delivery/Takeaway,Cafe,200
Burrito Boys,0,0,2.7,39,Bellandur,Quick Bites,Continental,330
Cafe Daily Bread,0,0,3.7,128,Bellandur,Quick Bites,Fast Food,600
Lassi Corner,0,0,3.4,12,Bellandur,Quick Bites,Beverages,150
Shri Sai Ram Andhra Hotel,1,0,0.0,0,Bellandur,Quick Bites,South Indian,300
Sri Sai Mango Tree Restaurant,0,0,3.6,337,Bellandur,Casual Dining,North Indian,600
Carnival Cakes & Breads,0,0,3.7,23,Bellandur,Dessert,Fast Food,200
Sai Ram Andhra Mess,0,0,3.3,8,Bellandur,Casual Dining,South Indian,300
Samosa Corner,0,0,3.7,33,Bellandur,Quick Bites,Fast Food,100
Annalakshmi,0,0,3.5,28,Bellandur,Casual Dining,South Indian,700
Tandurust,0,0,3.6,27,Bellandur,Delivery/Takeaway,North Indian,300
Telugu Velugu,0,0,3.0,6,Bellandur,Quick Bites,South Indian,300
Hotel Aahaa,0,0,3.7,24,Bellandur,Quick Bites,South Indian,200
Indori Zaika,0,0,3.3,8,Bellandur,Delivery/Takeaway,North Indian,300
Crack That,0,0,3.3,6,Bellandur,Quick Bites,Continental,500
Ande Ka Funda,0,0,3.0,21,Bellandur,Quick Bites,Fast Food,150
Nandana Mess,0,0,3.3,8,Bellandur,Casual Dining,South Indian,350
Neetu's Kitchen,0,0,3.8,21,Bellandur,Delivery/Takeaway,North Indian,350
Chatorr,0,0,3.0,79,Bellandur,Quick Bites,Fast Food,400
Flamin Grill,0,0,3.5,10,Bellandur,Casual Dining,Continental,600
Sultan's Biryani,0,0,3.1,5,Bellandur,Delivery/Takeaway,South Indian,700
#FeelTheROLL,0,0,3.4,7,Bellandur,Quick Bites,Fast Food,200
Hotel Masthi Kabab,0,0,3.1,9,Bellandur,Quick Bites,North Indian,300
Al Khwaja,0,0,3.0,13,Bellandur,Quick Bites,North Indian,400
Spice Of Kolkata,0,0,2.8,117,Bellandur,Quick Bites,North Indian,400
Annabell,0,0,0.0,0,Bellandur,Quick Bites,Fast Food,800
Taste Of India,0,0,3.1,5,Bellandur,Quick Bites,North Indian,400
Savi Sagar,0,0,3.2,6,Bellandur,Quick Bites,North Indian,400
Dunkin' Donuts,1,0,0.0,0,Sarjapur Road,Quick Bites,Cafe,300
Smokin Bites,0,0,3.3,20,Sarjapur Road,Quick Bites,North Indian,200
Detox Kitchen,1,0,3.1,9,HSR,Delivery/Takeaway,South Indian,500
China On My Plate,1,0,2.8,23,Bellandur,Casual Dining,Asian,800
Paratha King,1,0,3.1,20,Bellandur,Quick Bites,North Indian,300
Hotel S Mom,0,0,0.0,0,Bellandur,Quick Bites,South Indian,350
Sethi's,1,0,0.0,0,Sarjapur Road,Delivery/Takeaway,North Indian,600
Delhi Food Factory,1,0,0.0,0,Sarjapur Road,Delivery/Takeaway,North Indian,500
Savours,1,0,3.3,10,Sarjapur Road,Quick Bites,North Indian,350
Tempteys,1,0,3.7,40,HSR,Quick Bites,Beverages,300
XO Belgian Waffle,1,0,3.9,58,Sarjapur Road,Dessert,Cafe,400
Natural Ice Cream,0,0,4.3,393,Sarjapur Road,Dessert,Cafe,200
Bombay Kulfis,0,0,3.7,48,Sarjapur Road,Dessert,Cafe,200
Just Bake,0,0,3.5,10,Sarjapur Road,Dessert,Fast Food,400
Kanti Sweets,1,0,3.7,70,Sarjapur Road,Dessert,East Indian,400
Chef Baker's,1,0,2.9,30,Sarjapur Road,Quick Bites,Fast Food,450
Baskin Robbins,0,0,0.0,0,Sarjapur Road,Dessert,Cafe,250
Bombay Kulfi,1,0,3.4,33,Sarjapur Road,Dessert,Cafe,150
Lassi Cafe,0,0,3.6,23,Sarjapur Road,Quick Bites,Beverages,300
Lassi Shop,0,0,3.2,4,Sarjapur Road,Dessert,Beverages,200
Hokey Pokey Ice Creams,0,0,3.9,75,Sarjapur Road,Dessert,Cafe,350
Minus 4,0,0,3.2,4,Sarjapur Road,Dessert,Cafe,300
I-Scream'd,0,0,3.4,6,Sarjapur Road,Dessert,Cafe,200
Sanskriti Sweets N Chaats,0,0,0.0,0,Sarjapur Road,Dessert,East Indian,200
Keventers,1,0,3.9,106,Sarjapur Road,Quick Bites,Beverages,400
Warm Oven,1,0,3.9,96,Sarjapur Road,Quick Bites,Fast Food,500
Pop Hop,0,0,3.5,7,Bellandur,Dessert,Cafe,300
Coffee Bike,0,0,3.7,15,Bellandur,Quick Bites,Fast Food,250
Bangalore Agarwal Bhavan,0,0,3.2,4,Bellandur,Dessert,East Indian,200
Squeez Juice Bars,0,0,3.3,10,Bellandur,Quick Bites,Beverages,200
OPUS Club,0,1,4.4,1558,Sarjapur Road,Bar,Continental,1900
Vapour Brewpub and Diner,0,1,4.5,2878,Sarjapur Road,Bar,North Indian,1400
Asia Alive - DoubleTree Suites By Hilton,0,1,4.2,249,Sarjapur Road,Casual Dining,Continental,2000
Purani Dilli By Anand Sweets,0,0,4.2,252,Sarjapur Road,Quick Bites,North Indian,500
Beijing Bites,1,0,3.8,355,Sarjapur Road,Casual Dining,Asian,850
The Rasaganga,1,0,3.8,26,Sarjapur Road,Casual Dining,South Indian,500
Wimpie,0,0,3.3,4,Sarjapur Road,Casual Dining,South Indian,600
Mandara - Imera Spa & Resort,0,0,3.5,115,Sarjapur Road,Casual Dining,North Indian,1200
Spinach Family Restaurant,0,0,0.0,0,Sarjapur Road,Casual Dining,North Indian,400
Best Biryani,0,0,0.0,0,Sarjapur Road,Casual Dining,North Indian,500
Petoo,1,0,3.7,20,Sarjapur Road,Quick Bites,North Indian,800
Cafe Repeat,1,0,3.7,13,Sarjapur Road,Quick Bites,North Indian,250
Ajwa Thalassery Biryani,1,1,3.9,44,Sarjapur Road,Quick Bites,South Indian,500
Domino's Pizza,1,0,2.7,332,Sarjapur Road,Quick Bites,Fast Food,400
Madurai Idly Shop,0,0,2.1,193,Sarjapur Road,Quick Bites,South Indian,200
Five Star Chicken,0,0,3.1,8,Sarjapur Road,Quick Bites,Fast Food,200
Hotel Narmada Andhra Style,0,0,3.4,5,Sarjapur Road,Quick Bites,South Indian,400
Quiznos,0,0,3.3,17,Sarjapur Road,Quick Bites,Continental,500
Ambur Star Biryani,0,0,3.5,23,Sarjapur Road,Quick Bites,South Indian,200
Vazhiyoram Restaurant,0,0,0.0,0,Sarjapur Road,Quick Bites,South Indian,300
Lee Momoz,0,0,3.2,4,Sarjapur Road,Quick Bites,Asian,250
Green Hotel,0,0,3.6,7,Sarjapur Road,Quick Bites,North Indian,200
Meat And Eat,1,0,2.8,39,Sarjapur Road,Quick Bites,Fast Food,500
Amma Family Restaurant,0,0,0.0,0,Sarjapur Road,Quick Bites,South Indian,400
Four Seasons,0,0,0.0,0,Sarjapur Road,Quick Bites,Fast Food,500
Reddy Hotel,0,0,3.2,8,Sarjapur Road,Quick Bites,South Indian,200
Ambur Biryani Point,0,0,3.3,8,Sarjapur Road,Quick Bites,South Indian,150
Sri Ganesh Upahar,0,0,3.4,11,Sarjapur Road,Quick Bites,South Indian,400
Pizza Da Dhaba,0,0,3.1,4,Sarjapur Road,Quick Bites,North Indian,150
Cafe Fontana,0,0,0.0,0,Sarjapur Road,Quick Bites,South Indian,200
Hotel Udupi Gokul Grand,0,0,0.0,0,Sarjapur Road,Quick Bites,South Indian,100
Eatery 19/5,0,0,0.0,0,Sarjapur Road,Quick Bites,Asian,300
Atithi Grand Veg Hotel,0,0,0.0,0,Sarjapur Road,Quick Bites,South Indian,300
Just Shawarma,1,0,3.8,175,Sarjapur Road,Quick Bites,Continental,300
Chullah Chandigarh,0,0,4.2,330,Bellandur,Casual Dining,North Indian,800
Dalchini,0,0,4.0,233,Bellandur,Casual Dining,North Indian,700
BG's Poolside Bar & Grill,0,1,4.1,109,Bellandur,Casual Dining,Continental,1800
Glassy,0,1,4.2,712,Bellandur,Bar,North Indian,1400
Tumbites,1,0,3.9,125,Bellandur,Quick Bites,North Indian,200
Punjabi Nukkad Pure Veg,1,0,3.6,394,Bellandur,Quick Bites,North Indian,500
Drunken Monkey,1,0,3.4,12,Bellandur,Quick Bites,Beverages,500
Andhra Spicy,0,0,3.5,11,Bellandur,Quick Bites,South Indian,400
Faasos,1,0,3.9,26,Bellandur,Quick Bites,North Indian,500
Chai Point,1,0,3.9,62,Bellandur,Quick Bites,Fast Food,250
White Horse Pulse Resto Bar,0,0,3.3,6,Bellandur,Bar,North Indian,1000
Pathankot Punjabi Restaurant,0,0,3.3,6,Bellandur,Quick Bites,North Indian,350
Roll junction,0,0,3.1,8,Bellandur,Quick Bites,Fast Food,150
Just Bake,0,0,3.7,39,Bellandur,Quick Bites,Fast Food,400
Noodles,0,0,3.4,4,Bellandur,Quick Bites,Asian,400
Kolkata Famous Kati Rolls,0,0,3.7,19,Bellandur,Quick Bites,Fast Food,100
Palki Grand,0,0,2.9,16,Bellandur,Casual Dining,North Indian,500
Chung Wah,0,0,2.9,17,Bellandur,Quick Bites,Asian,400
Spicy Punjabi Pharatha,1,0,2.7,33,Bellandur,Casual Dining,North Indian,500
4 States,0,0,3.2,4,Bellandur,Quick Bites,South Indian,400
Harvest Market,0,0,3.6,19,Bellandur,Quick Bites,Continental,500
Kolkata Famous Kati Roll,0,0,3.3,7,Bellandur,Quick Bites,Fast Food,100
TRP -That Roll Place,0,0,3.6,14,Bellandur,Quick Bites,Fast Food,200
Sri Krishna Upahar,0,0,3.7,28,Bellandur,Quick Bites,South Indian,250
Uttar Karnataka Lunch Home,0,0,3.1,6,Bellandur,Quick Bites,South Indian,150
Maa Vooru,0,0,3.2,4,Bellandur,Quick Bites,Fast Food,300
Ambur Biriyani Centre,0,0,3.2,6,Bellandur,Quick Bites,South Indian,150
Inhouse Burger,0,0,3.6,12,Bellandur,Quick Bites,Fast Food,400
Shree K Foods,1,0,0.0,0,Bellandur,Quick Bites,Fast Food,300
Biryani Kitchen,0,0,3.6,31,Bellandur,Quick Bites,South Indian,350
The Paratha Studio,0,0,0.0,0,Bellandur,Quick Bites,North Indian,200
Punjabi Tadka,0,0,2.6,270,Bellandur,Casual Dining,North Indian,400
Ambur Dum Biriyani,0,0,3.0,11,Bellandur,Quick Bites,South Indian,150
Basaveshwara Khanavali,0,0,3.3,11,Bellandur,Quick Bites,South Indian,150
TherPUP - a Dog Cafe,0,0,4.2,1012,Whitefield,Cafe,Cafe,700
Bloomsbury's Global Kitchen & Bakehouse,1,1,4.5,755,Whitefield,Cafe,Continental,900
Cafesta,1,0,4.3,590,Whitefield,Cafe,Cafe,550
Glen's Bakehouse,1,1,4.2,815,Whitefield,Quick Bites,Fast Food,600
Enchanted Garden,1,1,4.3,473,Whitefield,Casual Dining,North Indian,1400
Stoner,1,0,4.3,549,Whitefield,Dessert,Cafe,500
Beyond Elements,1,1,4.1,868,Whitefield,Casual Dining,Cafe,900
Orzuv,1,1,3.7,837,Whitefield,Casual Dining,North Indian,1100
Smoor,1,0,4.4,390,Whitefield,Dessert,Cafe,700
Cafe Palmyra,0,1,4.2,519,Whitefield,Casual Dining,Asian,2000
Onesta,1,1,4.4,2110,Whitefield,Casual Dining,Fast Food,600
The Chocolate Heaven,1,0,3.1,186,Whitefield,Dessert,Cafe,600
Barley & Grapes Cafe,0,0,4.2,842,Whitefield,Cafe,Cafe,1000
Lot Like Crepes & Cafe,1,0,4.0,22,Whitefield,Cafe,Cafe,600
Boondock Bistro,1,1,3.9,1649,Whitefield,Casual Dining,Continental,900
Blue Tokai Coffee Roasters,1,0,4.0,29,Whitefield,Cafe,Cafe,750
Oregano Soul Food,1,0,4.0,158,Whitefield,Cafe,Cafe,700
Kalmane Koffees,0,0,3.9,104,Whitefield,Cafe,Cafe,350
Third Wave Coffee Roasters,0,0,3.9,28,Whitefield,Cafe,Cafe,800
Starbucks,0,0,3.9,35,Whitefield,Cafe,Cafe,700
Imperio Cafe,0,0,3.9,24,Whitefield,Quick Bites,South Indian,200
Chef Baker's,1,0,3.8,124,Whitefield,Quick Bites,Fast Food,400
Cafe Coffee Day,1,0,3.6,45,Whitefield,Cafe,Cafe,650
Whitefield Baking Company - Bengaluru Marriott Hotel...,0,0,3.9,58,Whitefield,Quick Bites,Fast Food,400
Hodge Podge,1,0,3.6,10,Whitefield,Quick Bites,Cafe,300
Biggies Burger 'n' More,1,0,3.7,106,Whitefield,Quick Bites,Cafe,400
Butterly Cafe,0,0,3.1,14,Whitefield,Cafe,Cafe,550
Spice Boulevard,0,0,3.9,89,Whitefield,Cafe,Cafe,700
The Waverly Express,0,0,3.5,12,Whitefield,Cafe,Cafe,650
Tata Cha,1,0,0.0,0,Whitefield,Cafe,Cafe,500
Teashot,0,0,2.9,24,Whitefield,Cafe,Cafe,150
Cuppa,0,0,3.3,5,Whitefield,Cafe,Fast Food,400
Beaten Coffee,0,0,0.0,0,Whitefield,Quick Bites,Asian,200
The Coffee Bean & Tea Leaf,1,0,3.0,38,Whitefield,Cafe,Cafe,700
Cafe Thulp,1,0,3.6,57,"ITPL Main Road, Whitefield",Cafe,Cafe,1000
Chaai Resto,1,0,3.5,8,Brookefield,Cafe,Cafe,200
Potful,1,0,0.0,0,Whitefield,Delivery/Takeaway,South Indian,650
Shanmukha,1,0,3.9,770,Whitefield,Casual Dining,South Indian,800
eat.fit,1,0,4.4,1059,Whitefield,Delivery/Takeaway,South Indian,500
Easy Bites,1,0,4.0,59,"Varthur Main Road, Whitefield",Delivery/Takeaway,Fast Food,300
Al-Bek,1,0,3.9,52,Whitefield,Delivery/Takeaway,South Indian,450
The Paratha Company,1,0,4.2,405,Whitefield,Delivery/Takeaway,North Indian,400
Orbis Restaurant,1,1,3.9,1140,Whitefield,Casual Dining,Continental,750
Burger King,1,0,4.0,1972,Whitefield,Quick Bites,Fast Food,600
Indiana Burgers,1,0,3.3,56,Whitefield,Delivery/Takeaway,Fast Food,300
Fish Chain,1,0,3.7,89,"Varthur Main Road, Whitefield",Delivery/Takeaway,Seafood,250
Empire Restaurant,1,0,3.5,181,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,400
Polar Bear,1,0,4.5,53,"Varthur Main Road, Whitefield",Delivery/Takeaway,Cafe,300
Imperio Restaurant,1,1,4.3,2003,Whitefield,Casual Dining,North Indian,700
Kitchens@Mahadevpura,1,0,3.9,125,Whitefield,Delivery/Takeaway,Continental,600
Punjabites,1,0,3.6,17,"Varthur Main Road, Whitefield",Delivery/Takeaway,North Indian,400
Maa Bhook Lagi,1,0,3.9,911,Whitefield,Delivery/Takeaway,North Indian,400
Kitchens@Whitefield,1,0,3.7,296,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,400
Refresh,1,0,3.6,298,Whitefield,Quick Bites,Continental,400
Chatpatlal Sweets & Snacks,1,0,4.1,342,Marathahalli,Quick Bites,Fast Food,200
A2B - Adyar Ananda Bhavan,1,0,3.8,39,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,200
Vegetarea,1,0,4.0,19,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,250
Friend's Own,1,0,3.2,55,Whitefield,Quick Bites,North Indian,300
Foodies Delight,1,0,3.8,184,Whitefield,Quick Bites,North Indian,400
Chaat Street,1,0,4.1,222,"Varthur Main Road, Whitefield",Quick Bites,Fast Food,250
HomelyDelight,1,0,3.8,40,Brookefield,Quick Bites,North Indian,300
FreshMenu,1,0,0.0,0,East Bangalore,Delivery/Takeaway,Continental,450
Warm Oven,1,0,4.0,184,Whitefield,Quick Bites,Fast Food,500
Juice Berg,1,0,4.0,181,Whitefield,Quick Bites,Fast Food,500
BOX8- Desi Meals,1,0,4.2,79,Whitefield,Delivery/Takeaway,North Indian,500
Corner House Ice Cream,1,0,4.5,187,Whitefield,Quick Bites,Cafe,400
The Good Bowl,0,0,3.6,18,Whitefield,Delivery/Takeaway,Continental,500
Sri Sai Palace,1,1,3.8,88,Whitefield,Quick Bites,South Indian,300
Rivayat,1,1,3.9,487,Whitefield,Casual Dining,North Indian,800
Kanti Sweets,1,0,3.9,51,Whitefield,Dessert,East Indian,400
Woodfire Biryani,1,0,3.4,47,Whitefield,Quick Bites,North Indian,250
Rolls Mania,1,0,3.8,120,Whitefield,Quick Bites,Fast Food,450
Paradise,1,1,4.0,1688,Whitefield,Casual Dining,South Indian,800
New Shanthi Sagar,1,0,3.8,18,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,300
Vijayas Biryani Palace,1,0,3.8,36,Whitefield,Quick Bites,South Indian,400
Food Mood,1,0,3.7,53,Whitefield,Quick Bites,North Indian,350
Sri Udupi Park,1,0,3.8,16,Whitefield,Quick Bites,South Indian,300
KFC,1,0,3.5,325,Whitefield,Quick Bites,Fast Food,450
Moriz Restaurant,1,0,2.8,1884,Brookefield,Casual Dining,Continental,750
Abhiruchi Restaurant,1,0,3.7,173,Whitefield,Quick Bites,South Indian,550
Five Star Chicken,1,0,3.8,195,Brookefield,Quick Bites,Fast Food,200
CakeZone,1,0,3.9,33,"Varthur Main Road, Whitefield",Delivery/Takeaway,Fast Food,200
Amanthrana Gardenia,1,0,3.9,117,Brookefield,Casual Dining,North Indian,800
Taco Bell,1,0,4.0,783,Brookefield,Quick Bites,Continental,600
Pizza Hut,1,0,3.7,492,"ITPL Main Road, Whitefield",Quick Bites,Fast Food,750
Donne Biryani Mane,1,0,3.5,51,Whitefield,Quick Bites,South Indian,300
Ganesh Bhavan,0,0,4.0,76,Brookefield,Quick Bites,South Indian,200
SLV Grand,1,0,3.3,65,"ITPL Main Road, Whitefield",Quick Bites,South Indian,300
Shaadi Ki Biryani,1,0,2.5,24,"Varthur Main Road, Whitefield",Delivery/Takeaway,South Indian,600
Punjabi Tasty Khana,1,0,3.1,160,Brookefield,Quick Bites,North Indian,450
Roti Ghar Ki,1,0,4.0,132,Whitefield,Quick Bites,North Indian,400
Biryani House,1,0,0.0,0,Whitefield,Casual Dining,South Indian,600
Kerala Tiffin,1,0,3.9,167,Whitefield,Delivery/Takeaway,South Indian,300
Karama Restaurant,1,0,3.6,16,"Varthur Main Road, Whitefield",Delivery/Takeaway,Continental,400
Faasos,1,0,4.0,206,Whitefield,Quick Bites,North Indian,500
Delhi Kitchen,1,0,2.9,145,"ITPL Main Road, Whitefield",Delivery/Takeaway,North Indian,400
Ovenstory Pizza,1,0,4.0,68,Whitefield,Delivery/Takeaway,Fast Food,800
Behrouz Biryani,1,0,4.0,183,Whitefield,Delivery/Takeaway,South Indian,650
MRA,0,0,3.8,11,Whitefield,Delivery/Takeaway,Fast Food,200
Basmati's Briyani Nation,0,0,3.6,17,Whitefield,Delivery/Takeaway,South Indian,350
Galito's,1,1,4.6,595,Whitefield,Casual Dining,Continental,1000
Andhra Ruchi's Restaurant,1,0,3.1,72,Whitefield,Delivery/Takeaway,South Indian,500
Udupi Cafe,1,0,3.6,12,Whitefield,Quick Bites,South Indian,300
Mojo Pizza - 2X Toppings,1,0,4.2,166,Whitefield,Delivery/Takeaway,Fast Food,600
Imperia Restaurant,1,0,2.5,129,Whitefield,Casual Dining,North Indian,500
Juice Shop,1,0,3.6,9,Whitefield,Delivery/Takeaway,Cafe,150
Not Just Waffles,1,0,4.2,125,Brookefield,Dessert,Cafe,400
The Delhiwala's Kitchen-Pure Veg,1,0,3.7,20,Brookefield,Quick Bites,North Indian,200
Cakesta,1,0,4.1,126,"ITPL Main Road, Whitefield",Quick Bites,Fast Food,500
Thalassery Restaurant,1,0,2.9,550,Whitefield,Casual Dining,South Indian,500
Litti House,1,0,3.9,200,Brookefield,Quick Bites,North Indian,300
Firangi Bake,1,0,4.1,82,Whitefield,Delivery/Takeaway,Continental,600
Dunkin' Donuts,1,0,4.0,186,Brookefield,Quick Bites,Cafe,550
Dehati Murgee,1,0,4.0,155,Whitefield,Quick Bites,North Indian,600
Ji Hazoor,1,1,4.0,2852,Whitefield,Casual Dining,North Indian,1100
Chandrika Tiffins,1,0,4.0,87,Whitefield,Delivery/Takeaway,North Indian,300
New Udupi Delicacy,1,0,3.9,91,Whitefield,Quick Bites,South Indian,250
U.P. Dhaba,1,0,2.8,514,Whitefield,Quick Bites,North Indian,350
Palak Ande Ka Funda,1,0,3.2,92,Brookefield,Quick Bites,North Indian,300
Sri Lakshmi Vaibhav,1,0,4.0,159,Whitefield,Casual Dining,South Indian,500
Simhapuri Kitchen,1,1,3.9,513,Brookefield,Casual Dining,South Indian,800
Slurpy Shakes,1,0,3.7,11,Whitefield,Quick Bites,Beverages,300
Food Singh,0,0,0.0,0,Whitefield,Delivery/Takeaway,North Indian,500
S'Mack,1,0,3.7,15,Whitefield,Quick Bites,Fast Food,300
AutoExpress - Hot Dogs,1,0,3.5,14,Whitefield,Delivery/Takeaway,Fast Food,300
Samosa Singh,1,0,0.0,0,Whitefield,Delivery/Takeaway,North Indian,250
Fujian Express,1,0,3.7,38,"Varthur Main Road, Whitefield",Delivery/Takeaway,Asian,200
KBC - Kebab Biryani Curry,1,0,3.4,38,KR Puram,Quick Bites,North Indian,400
Real Fresh Dosa Corner,0,0,4.2,267,Brookefield,Quick Bites,South Indian,200
Cold Stone Creamery,1,0,4.3,512,Whitefield,Dessert,Cafe,400
Lenny's- Burgers and more,1,0,3.9,38,Whitefield,Quick Bites,Fast Food,400
Arogya Thaana,1,0,3.8,72,Whitefield,Quick Bites,Beverages,200
Supreme Biryani,1,0,0.0,0,East Bangalore,Delivery/Takeaway,South Indian,500
Mani's Dum Biryani,1,0,4.0,438,Whitefield,Casual Dining,South Indian,750
